entry_id,contest_id,contest_name,QB,RB,RB,WR,WR,WR,TE,FLEX,DEF,,Instructions,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,84056-57091:Tim Patrick,84056-57091,WR,Tim,Tim Patrick,Patrick,8.118749619,16,4500,DEN@BAL,DEN,BAL,1,IR,Knee - acl,,,,WR/FLEX,
,,,,,,,,,,,,,84056-87813:Master Teague III,84056-87813,RB,Master,Master Teague III,Teague III,,,4500,PIT@ATL,PIT,ATL,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-136970:Danny Gray,84056-136970,WR,Danny,Danny Gray,Gray,0,3,4500,MIA@SF,SF,MIA,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-26384:Trey Edmunds,84056-26384,RB,Trey,Trey Edmunds,Edmunds,,,4500,PIT@ATL,PIT,ATL,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-61200:Jaylinn Hawkins,84056-61200,WR,Jaylinn,Jaylinn Hawkins,Hawkins,6,1,4500,PIT@ATL,ATL,PIT,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-40726:Godwin Igwebuike,84056-40726,RB,Godwin,Godwin Igwebuike,Igwebuike,1.792307634,13,4500,SEA@LAR,SEA,LAR,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-71459:Brittain Brown,84056-71459,RB,Brittain,Brittain Brown,Brown,,,4500,LAC@LV,LV,LAC,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-55088:Malik Turner,84056-55088,WR,Malik,Malik Turner,Turner,5,8,4500,LAC@LV,LV,LAC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-71477:Maurice Ffrench,84056-71477,WR,Maurice,Maurice Ffrench,Ffrench,0.300000012,1,4500,LAC@LV,LAC,LV,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-38721:Johnny Stanton IV,84056-38721,RB,Johnny,Johnny Stanton IV,Stanton IV,2.73333327,3,4500,CLE@HOU,CLE,HOU,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-91971:Ronnie Rivers,84056-91971,RB,Ronnie,Ronnie Rivers,Rivers,3.75,2,4500,SEA@LAR,LAR,SEA,4,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-85845:Rashod Bateman,84056-85845,WR,Rashod,Rashod Bateman,Bateman,7.666666667,6,4500,DEN@BAL,BAL,DEN,1,IR,Foot,,,,WR/FLEX,
,,,,,,,,,,,,,84056-71519:Dillon Stoner,84056-71519,WR,Dillon,Dillon Stoner,Stoner,,,4500,LAC@LV,LV,LAC,4,O,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-104289:Malik Taylor,84056-104289,WR,Malik,Malik Taylor,Taylor,0.080000001,5,4500,GB@CHI,GB,CHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-169834:Dareke Young,84056-169834,WR,Dareke,Dareke Young,Young,,,4500,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-89964:Justyn Ross,84056-89964,WR,Justyn,Justyn Ross,Ross,,,4500,KC@CIN,KC,CIN,4,IR,Foot,,,,WR/FLEX,
,,,,,,,,,,,,,84056-73616:Willie Johnson,84056-73616,WR,Willie,Willie Johnson,Johnson,,,4500,JAC@DET,JAC,DET,1,IR,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-63387:Jayson Stanley,84056-63387,WR,Jayson,Jayson Stanley,Stanley,,,4500,GB@CHI,CHI,GB,1,Q,Knee,,,,WR/FLEX,
,,,,,,,,,,,,,84056-169890:LuJuan Winningham,84056-169890,WR,LuJuan,LuJuan Winningham,Winningham,,,4500,JAC@DET,JAC,DET,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-63399:Terry Godwin II,84056-63399,WR,Terry,Terry Godwin II,Godwin II,,,4500,TEN@PHI,TEN,PHI,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-94118:Mike Harley Jr.,84056-94118,WR,Mike,Mike Harley Jr.,Harley Jr.,,,4500,CLE@HOU,CLE,HOU,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-169898:Jequez Ezzard,84056-169898,WR,Jequez,Jequez Ezzard,Ezzard,,,4500,WAS@NYG,WAS,NYG,1,Q,Undisclosed,,,,WR/FLEX,
,,,,,,,,,,,,,84056-169900:Jared Bernhardt,84056-169900,WR,Jared,Jared Bernhardt,Bernhardt,,,4500,PIT@ATL,ATL,PIT,1,IR,Groin,,,,WR/FLEX,
,,,,,,,,,,,,,84056-169901:Tyshaun James,84056-169901,WR,Tyshaun,Tyshaun James,James,,,4500,PIT@ATL,ATL,PIT,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-55224:Reggie Bonnafon,84056-55224,RB,Reggie,Reggie Bonnafon,Bonnafon,2.599999905,1,4500,WAS@NYG,WAS,NYG,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-85944:Kyric McGowan,84056-85944,WR,Kyric,Kyric McGowan,McGowan,,,4500,WAS@NYG,WAS,NYG,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-71613:Demetris Robertson,84056-71613,WR,Demetris,Demetris Robertson,Robertson,,,4500,SEA@LAR,SEA,LAR,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-32703:Jakeem Grant Sr.,84056-32703,WR,Jakeem,Jakeem Grant Sr.,Grant Sr.,2.266666667,15,4500,CLE@HOU,CLE,HOU,1,IR,Achilles,,,,WR/FLEX,
,,,,,,,,,,,,,84056-88016:Ryan McDaniel,84056-88016,WR,Ryan,Ryan McDaniel,McDaniel,,,4500,JAC@DET,JAC,DET,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-169937:Lance McCutcheon,84056-169937,WR,Lance,Lance McCutcheon,McCutcheon,0,1,4500,SEA@LAR,LAR,SEA,4,O,Shoulder,,,,WR/FLEX,
,,,,,,,,,,,,,84056-94185:Kevin Shaa,84056-94185,WR,Kevin,Kevin Shaa,Shaa,,,4500,GB@CHI,CHI,GB,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-71661:Tino Ellis,84056-71661,WR,Tino,Tino Ellis,Ellis,,,4500,MIA@SF,MIA,SF,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-71662:DJ Turner,84056-71662,WR,DJ,DJ Turner,Turner,1,2,4500,LAC@LV,LV,LAC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-92146:DeAndre Torrey,84056-92146,RB,DeAndre,DeAndre Torrey,Torrey,,,4500,TEN@PHI,PHI,TEN,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-86007:Tre Turner,84056-86007,WR,Tre,Tre Turner,Turner,,,4500,LAC@LV,LV,LAC,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-63479:John Kelly Jr.,84056-63479,RB,John,John Kelly Jr.,Kelly Jr.,1.299999952,1,4500,CLE@HOU,CLE,HOU,1,,,,,,RB/FLEX,
,,,,,,,,,,,,,84056-88056:Stanley Berryhill,84056-88056,WR,Stanley,Stanley Berryhill,Berryhill,,,4500,JAC@DET,DET,JAC,1,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-96250:DeVonte Dedmon,84056-96250,WR,DeVonte,DeVonte Dedmon,Dedmon,,,4500,MIA@SF,MIA,SF,4,,,,,,WR/FLEX,
,,,,,,,,,,,,,84056-12540:Minnesota Vikings,84056-12540,D,Minnesota,Minnesota Vikings,Vikings,7.272727273,11,4400,NYJ@MIN,MIN,NYJ,1,,,,,,DEF,
,,,,,,,,,,,,,84056-80294:Anthony Firkser,84056-80294,TE,Anthony,Anthony Firkser,Firkser,1.875,4,4400,PIT@ATL,ATL,PIT,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-64221:Zach Gentry,84056-64221,TE,Zach,Zach Gentry,Gentry,1.900000042,9,4400,PIT@ATL,PIT,ATL,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-93026:Teagan Quitoriano,84056-93026,TE,Teagan,Teagan Quitoriano,Quitoriano,3.23333327,3,4400,CLE@HOU,HOU,CLE,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-91046:Brock Wright,84056-91046,TE,Brock,Brock Wright,Wright,3.300000054,7,4400,JAC@DET,DET,JAC,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-93143:Noah Gray,84056-93143,TE,Noah,Noah Gray,Gray,3.5,11,4400,KC@CIN,KC,CIN,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-40371:Johnny Mundt,84056-40371,TE,Johnny,Johnny Mundt,Mundt,2.45,10,4400,NYJ@MIN,MIN,NYJ,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-89588:Colby Parkinson,84056-89588,TE,Colby,Colby Parkinson,Parkinson,3.712500095,8,4400,SEA@LAR,SEA,LAR,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-79980:Eric Saubert,84056-79980,TE,Eric,Eric Saubert,Saubert,2.455555598,9,4300,DEN@BAL,DEN,BAL,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-12549:San Francisco 49ers,84056-12549,D,San Francisco,San Francisco 49ers,49ers,9.181818182,11,4300,MIA@SF,SF,MIA,4,,,,,,DEF,
,,,,,,,,,,,,,84056-39286:O.J. Howard,84056-39286,TE,O.J.,O.J. Howard,Howard,2.839999962,10,4300,CLE@HOU,HOU,CLE,1,NA,Coach's decision,,,,TE/FLEX,
,,,,,,,,,,,,,84056-6672:Marcedes Lewis,84056-6672,TE,Marcedes,Marcedes Lewis,Lewis,3.166666667,3,4300,GB@CHI,GB,CHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-29314:Richard Rodgers,84056-29314,TE,Richard,Richard Rodgers,Rodgers,0.299999992,3,4300,LAC@LV,LAC,LV,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-86682:Grant Calcaterra,84056-86682,TE,Grant,Grant Calcaterra,Calcaterra,2.400000095,2,4300,TEN@PHI,PHI,TEN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-80546:Dan Arnold,84056-80546,TE,Dan,Dan Arnold,Arnold,2.114285742,7,4300,JAC@DET,JAC,DET,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-92882:Connor Heyward,84056-92882,TE,Connor,Connor Heyward,Heyward,2.775000095,4,4300,PIT@ATL,PIT,ATL,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-58499:Parker Hesse,84056-58499,TE,Parker,Parker Hesse,Hesse,1.48333327,6,4300,PIT@ATL,ATL,PIT,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-83117:Tanner Hudson,84056-83117,TE,Tanner,Tanner Hudson,Hudson,3.03333346,6,4300,WAS@NYG,NYG,WAS,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-32957:Eric Tomlinson,84056-32957,TE,Eric,Eric Tomlinson,Tomlinson,1.039999962,5,4200,DEN@BAL,DEN,BAL,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-12547:Pittsburgh Steelers,84056-12547,D,Pittsburgh,Pittsburgh Steelers,Steelers,5.727272727,11,4200,PIT@ATL,PIT,ATL,1,,,,,,DEF,
,,,,,,,,,,,,,84056-55895:Kendall Blanton,84056-55895,TE,Kendall,Kendall Blanton,Blanton,2.25,2,4200,KC@CIN,KC,CIN,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-29411:Pharaoh Brown,84056-29411,TE,Pharaoh,Pharaoh Brown,Brown,2.683333397,6,4200,CLE@HOU,CLE,HOU,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-70705:Trevon Wesco,84056-70705,TE,Trevon,Trevon Wesco,Wesco,1.399999976,4,4200,GB@CHI,CHI,GB,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-72863:Armani Rogers,84056-72863,TE,Armani,Armani Rogers,Rogers,2.825000048,4,4200,WAS@NYG,WAS,NYG,1,IR,Knee,,,,TE/FLEX,
,,,,,,,,,,,,,84056-83138:Ross Dwelley,84056-83138,TE,Ross,Ross Dwelley,Dwelley,4.5,4,4200,MIA@SF,SF,MIA,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-18009:Chris Manhertz,84056-18009,TE,Chris,Chris Manhertz,Manhertz,1.149999976,4,4200,JAC@DET,JAC,DET,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-56947:Chris Myarick,84056-56947,TE,Chris,Chris Myarick,Myarick,2.285714286,7,4200,WAS@NYG,NYG,WAS,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-38523:Geoff Swaim,84056-38523,TE,Geoff,Geoff Swaim,Swaim,2.08571434,7,4200,TEN@PHI,TEN,PHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-65182:Mitchell Wilcox,84056-65182,TE,Mitchell,Mitchell Wilcox,Wilcox,1.539999962,5,4200,KC@CIN,CIN,KC,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-104278:Donald Parham Jr.,84056-104278,TE,Donald,Donald Parham Jr.,Parham Jr.,3.400000095,2,4200,LAC@LV,LAC,LV,4,IR,Hamstring,,,,TE/FLEX,
,,,,,,,,,,,,,84056-94094:Brevin Jordan,84056-94094,TE,Brevin,Brevin Jordan,Jordan,1.239999962,5,4200,CLE@HOU,HOU,CLE,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-85986:James Mitchell,84056-85986,TE,James,James Mitchell,Mitchell,3.325000048,4,4200,JAC@DET,DET,JAC,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-104421:Jesper Horsted,84056-104421,TE,Jesper,Jesper Horsted,Horsted,1.700000048,2,4200,LAC@LV,LV,LAC,4,O,Concussion,,,,TE/FLEX,
,,,,,,,,,,,,,84056-94345:Cole Turner,84056-94345,TE,Cole,Cole Turner,Turner,0.65999999,5,4100,WAS@NYG,WAS,NYG,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-86178:Dominique Dafney,84056-86178,TE,Dominique,Dominique Dafney,Dafney,0.880000019,5,4100,DEN@BAL,DEN,BAL,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-12552:Washington Commanders,84056-12552,D,Washington,Washington Commanders,Commanders,7.333333333,12,4100,WAS@NYG,WAS,NYG,1,,,,,,DEF,
,,,,,,,,,,,,,84056-149832:Shane Zylstra,84056-149832,TE,Shane,Shane Zylstra,Zylstra,3.299999952,2,4100,JAC@DET,DET,JAC,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-47551:Mason Schreck,84056-47551,TE,Mason,Mason Schreck,Schreck,0.800000012,2,4100,CLE@HOU,HOU,CLE,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-54007:Jacob Hollister,84056-54007,TE,Jacob,Jacob Hollister,Hollister,2.666666667,6,4100,LAC@LV,LV,LAC,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-93075:Hunter Long,84056-93075,TE,Hunter,Hunter Long,Long,0.433333317,3,4100,MIA@SF,MIA,SF,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-62508:James O'Shaughnessy,84056-62508,TE,James,James O'Shaughnessy,O'Shaughnessy,5.485714504,7,4100,NYJ@MIN,MIN,NYJ,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-62510:Nick Boyle,84056-62510,TE,Nick,Nick Boyle,Boyle,0,1,4100,DEN@BAL,BAL,DEN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-70859:Albert Okwuegbunam,84056-70859,TE,Albert,Albert Okwuegbunam,Okwuegbunam,2.125,4,4100,DEN@BAL,DEN,BAL,1,NA,Coach's decision,,,,TE/FLEX,
,,,,,,,,,,,,,84056-130286:Ben Ellefson,84056-130286,TE,Ben,Ben Ellefson,Ellefson,2.049999952,2,4100,NYJ@MIN,MIN,NYJ,1,NA,Groin,,,,TE/FLEX,
,,,,,,,,,,,,,84056-34073:Ryan Griffin,84056-34073,TE,Ryan,Ryan Griffin,Griffin,0.780000019,5,4100,GB@CHI,CHI,GB,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-73089:Devin Asiasi,84056-73089,TE,Devin,Devin Asiasi,Asiasi,0,3,4100,KC@CIN,CIN,KC,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-56711:Drew Sample,84056-56711,TE,Drew,Drew Sample,Sample,0.400000006,2,4100,KC@CIN,CIN,KC,4,IR,Knee - mcl,,,,TE/FLEX,
,,,,,,,,,,,,,84056-26038:Tyler Kroft,84056-26038,TE,Tyler,Tyler Kroft,Kroft,1.25,2,4100,MIA@SF,SF,MIA,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-73176:Luke Farrell,84056-73176,TE,Luke,Luke Farrell,Farrell,1.799999952,2,4100,JAC@DET,JAC,DET,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-61172:Tyler Davis,84056-61172,TE,Tyler,Tyler Davis,Davis,0.919999981,5,4100,GB@CHI,GB,CHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-28570:Nick Vannett,84056-28570,TE,Nick,Nick Vannett,Vannett,1.149999976,2,4100,WAS@NYG,NYG,WAS,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-71697:Shaun Beyer,84056-71697,TE,Shaun,Shaun Beyer,Beyer,,,4000,GB@CHI,GB,CHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-40977:Ricky Seals-Jones,84056-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,4.918181679,11,4000,WAS@NYG,NYG,WAS,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-28694:Jesse James,84056-28694,TE,Jesse,Jesse James,James,3.924999952,4,4000,CLE@HOU,CLE,HOU,1,IR,Biceps,,,,TE/FLEX,
,,,,,,,,,,,,,84056-137249:Briley Moore,84056-137249,TE,Briley,Briley Moore,Moore,,,4000,TEN@PHI,TEN,PHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-69676:Jamal Pettigrew,84056-69676,TE,Jamal,Jamal Pettigrew,Pettigrew,,,4000,SEA@LAR,LAR,SEA,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-69686:Dylan Parham,84056-69686,TE,Dylan,Dylan Parham,Parham,,,4000,DEN@BAL,DEN,BAL,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-59455:Sammis Reyes,84056-59455,TE,Sammis,Sammis Reyes,Reyes,,,4000,GB@CHI,CHI,GB,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-65607:Jacob Harris,84056-65607,TE,Jacob,Jacob Harris,Harris,1.100000024,1,4000,SEA@LAR,LAR,SEA,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-69705:Garrett Walston,84056-69705,TE,Garrett,Garrett Walston,Walston,,,4000,MIA@SF,SF,MIA,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-79967:Adam Shaheen,84056-79967,TE,Adam,Adam Shaheen,Shaheen,2.428571429,7,4000,MIA@SF,MIA,SF,4,IR,Knee,,,,TE/FLEX,
,,,,,,,,,,,,,84056-80011:Antony Auclair,84056-80011,TE,Antony,Antony Auclair,Auclair,3.299999952,4,4000,TEN@PHI,TEN,PHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-170188:Tanner Conner,84056-170188,TE,Tanner,Tanner Conner,Conner,0,2,4000,MIA@SF,MIA,SF,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-170206:Rodney Williams II,84056-170206,TE,Rodney,Rodney Williams II,Williams II,,,4000,PIT@ATL,PIT,ATL,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-12543:New York Giants,84056-12543,D,New York,New York Giants,Giants,5.272727273,11,4000,WAS@NYG,NYG,WAS,1,,,,,,DEF,
,,,,,,,,,,,,,84056-12544:New York Jets,84056-12544,D,New York,New York Jets,Jets,8.818181818,11,4000,NYJ@MIN,NYJ,MIN,1,,,,,,DEF,
,,,,,,,,,,,,,84056-90398:Matt Bushman,84056-90398,TE,Matt,Matt Bushman,Bushman,,,4000,KC@CIN,KC,CIN,4,Q,Collarbone,,,,TE/FLEX,
,,,,,,,,,,,,,84056-170290:Dre Miller,84056-170290,TE,Dre,Dre Miller,Miller,,,4000,WAS@NYG,NYG,WAS,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-63839:Tyler Mabry,84056-63839,TE,Tyler,Tyler Mabry,Mabry,,,4000,SEA@LAR,SEA,LAR,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-153957:Zaire Mitchell-Paden,84056-153957,TE,Zaire,Zaire Mitchell-Paden,Mitchell-Paden,,,4000,CLE@HOU,CLE,HOU,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-92530:Cade Brewer,84056-92530,TE,Cade,Cade Brewer,Brewer,,,4000,SEA@LAR,SEA,LAR,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-70043:Cole Fotheringham,84056-70043,TE,Cole,Cole Fotheringham,Fotheringham,,,4000,LAC@LV,LV,LAC,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-45472:Garrett Griffin,84056-45472,TE,Garrett,Garrett Griffin,Griffin,2.950000048,2,4000,JAC@DET,DET,JAC,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-72110:John Mitchell,84056-72110,TE,John,John Mitchell,Mitchell,,,4000,SEA@LAR,SEA,LAR,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-84440:Jaeden Graham,84056-84440,TE,Jaeden,Jaeden Graham,Graham,,,4000,TEN@PHI,PHI,TEN,1,Q,Undisclosed,,,,TE/FLEX,
,,,,,,,,,,,,,84056-64023:Kyle Markway,84056-64023,TE,Kyle,Kyle Markway,Markway,,,4000,SEA@LAR,LAR,SEA,4,Q,Undisclosed,,,,TE/FLEX,
,,,,,,,,,,,,,84056-14895:Patrick Scales,84056-14895,TE,Patrick,Patrick Scales,Scales,,,4000,GB@CHI,CHI,GB,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-72246:Nolan Givan,84056-72246,TE,Nolan,Nolan Givan,Givan,,,4000,JAC@DET,DET,JAC,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-101007:Mark Vital,84056-101007,TE,Mark,Mark Vital,Vital,,,4000,KC@CIN,KC,CIN,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-90778:Derrick Deese Jr.,84056-90778,TE,Derrick,Derrick Deese Jr.,Deese Jr.,,,4000,JAC@DET,DET,JAC,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-86692:Thomas Odukoya,84056-86692,TE,Thomas,Thomas Odukoya,Odukoya,,,4000,TEN@PHI,TEN,PHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-27403:Blake Bell,84056-27403,TE,Blake,Blake Bell,Bell,1.25,12,4000,KC@CIN,KC,CIN,4,IR,Hip,,,,TE/FLEX,
,,,,,,,,,,,,,84056-86839:Jack Coco,84056-86839,TE,Jack,Jack Coco,Coco,,,4000,GB@CHI,GB,CHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-58189:Mitchell Fraboni,84056-58189,TE,Mitchell,Mitchell Fraboni,Fraboni,,,4000,DEN@BAL,DEN,BAL,1,IR,Finger,,,,TE/FLEX,
,,,,,,,,,,,,,84056-90971:Austin Allen,84056-90971,TE,Austin,Austin Allen,Allen,,,4000,WAS@NYG,NYG,WAS,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-66402:Jack Driscoll,84056-66402,TE,Jack,Jack Driscoll,Driscoll,,,4000,TEN@PHI,PHI,TEN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-23435:Andrew DePaola,84056-23435,TE,Andrew,Andrew DePaola,DePaola,,,4000,NYJ@MIN,MIN,NYJ,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-64408:Nick Bowers,84056-64408,TE,Nick,Nick Bowers,Bowers,,,4000,KC@CIN,CIN,KC,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-70604:John Raine,84056-70604,TE,John,John Raine,Raine,,,4000,PIT@ATL,ATL,PIT,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-72665:Kenny Yeboah,84056-72665,TE,Kenny,Kenny Yeboah,Yeboah,2.299999952,2,4000,NYJ@MIN,NYJ,MIN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-87013:Erik Krommenhoek,84056-87013,TE,Erik,Erik Krommenhoek,Krommenhoek,,,4000,LAC@LV,LAC,LV,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-42077:James Winchester,84056-42077,TE,James,James Winchester,Winchester,,,4000,KC@CIN,KC,CIN,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-46200:Daniel Brunskill,84056-46200,TE,Daniel,Daniel Brunskill,Brunskill,,,4000,MIA@SF,SF,MIA,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-54426:Andrew Beck,84056-54426,TE,Andrew,Andrew Beck,Beck,1.460000038,5,4000,DEN@BAL,DEN,BAL,1,NA,Hamstring,,,,TE/FLEX,
,,,,,,,,,,,,,84056-93343:Roger Carter Jr.,84056-93343,TE,Roger,Roger Carter Jr.,Carter Jr.,,,4000,SEA@LAR,LAR,SEA,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-9409:Clark Harris,84056-9409,TE,Clark,Clark Harris,Harris,,,4000,KC@CIN,CIN,KC,4,IR,Biceps,,,,TE/FLEX,
,,,,,,,,,,,,,84056-70881:Justin Rigg,84056-70881,TE,Justin,Justin Rigg,Rigg,,,4000,PIT@ATL,PIT,ATL,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-97537:Naz Bohannon,84056-97537,TE,Naz,Naz Bohannon,Bohannon,,,4000,JAC@DET,JAC,DET,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-83226:Kevin Rader,84056-83226,TE,Kevin,Kevin Rader,Rader,0.899999976,2,4000,TEN@PHI,TEN,PHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-64833:Alize Mack,84056-64833,TE,Alize,Alize Mack,Mack,,,4000,GB@CHI,GB,CHI,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-91467:Jake Tonges,84056-91467,TE,Jake,Jake Tonges,Tonges,0,1,4000,GB@CHI,CHI,GB,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-64864:Noah Togiai,84056-64864,TE,Noah,Noah Togiai,Togiai,0,1,4000,TEN@PHI,PHI,TEN,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-60791:Tommy Hudson,84056-60791,TE,Tommy,Tommy Hudson,Hudson,1.149999976,4,4000,TEN@PHI,TEN,PHI,1,Q,Undisclosed,,,,TE/FLEX,
,,,,,,,,,,,,,84056-71048:Thaddeus Moss,84056-71048,TE,Thaddeus,Thaddeus Moss,Moss,,,4000,KC@CIN,CIN,KC,4,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-71058:Grayson Gunter,84056-71058,TE,Grayson,Grayson Gunter,Gunter,,,4000,JAC@DET,JAC,DET,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-28080:Devin Funchess,84056-28080,TE,Devin,Devin Funchess,Funchess,,,4000,JAC@DET,DET,JAC,1,,,,,,TE/FLEX,
,,,,,,,,,,,,,84056-73147:Nick Eubanks,84056-73147,TE,Nick,Nick Eubanks,Eubanks,,,4000,CLE@HOU,HOU,CLE,1,,,,,,TE/FLEX,
